aluminium,copper,lead,nickel,zink,tin
2147.5,8367.0,2077.0,20950,2360.0,28500
2236.0,8585.0,2115.0,21150,2462.0,29450
2225.0,8651.0,2114.0,21305,2413.0,29025
2195.0,8460.5,2080.5,20710,2354.0,28800
2169.5,8410.0,2094.0,20600,2348.0,28925
2142.0,8354.0,2082.0,20700,2350.0,28350
2172.0,8543.0,2082.0,21155,2402.0,29250
2153.5,8422.0,2130.0,20810,2358.0,28900
2155.0,8430.0,2136.5,20605,2366.0,28250
2184.0,8597.0,2157.0,21350,2447.0,28875
2170.5,8534.0,2140.0,21575,2455.0,28800
2176.0,8578.5,2170.0,21395,2485.0,29450
2161.5,8592.0,2157.0,21650,2485.0,28755
2195.5,8635.5,2150.0,21625,2550.0,28900
2217.0,8720.5,2152.0,22355,2554.0,27560
2176.5,8545.0,2144.0,21700,2527.0,27250
2147.0,8472.0,2139.5,21300,2462.5,27550
2166.0,8450.5,2128.0,20980,2482.0,27925
2178.0,8495.0,2143.0,21250,2500.0,27850
2143.0,8276.0,2110.0,20650,2448.0,27550
2153.0,8395.0,2119.0,20450,2500.0,27080
2161.5,8423.5,2122.0,20225,2477.0,26775
2127.0,8242.0,2118.0,20000,2415.5,25775
2096.0,8242.0,2088.0,19825,2357.0,24975
2085.5,8126.5,2099.0,19685,2313.0,24600
2089.0,8132.0,2123.0,19850,2282.0,24730
2131.0,8215.0,2144.0,19850,2312.0,25000
2096.0,8176.0,2154.0,19925,2261.0,25050
2068.5,8239.5,2168.0,20050,2270.5,24925
2121.5,8342.0,2195.0,20215,2336.0,25900
2129.0,8377.5,2190.0,20525,2328.5,25635
2119.5,8358.5,2214.0,20400,2363.0,25750
2124.0,8381.5,2178.0,20900,2375.5,25265
2116.5,8375.0,2175.0,20355,2420.0,24800
2140.5,8394.5,2221.0,20235,2425.5,24950
2165.5,8359.5,2213.5,20225,2412.5,25000
2184.0,8515.0,2306.0,20475,2457.0,25600
2149.5,8406.0,2238.5,20550,2455.0,25560
2136.5,8430.0,2274.0,20800,2456.0,26400
2158.0,8395.0,2300.0,20550,2435.5,26100
2135.0,8242.5,2287.0,20130,2428.5,25725
2132.5,8225.0,2285.0,19905,2406.0,25335
2154.0,8332.5,2314.0,20050,2437.5,25550
2153.0,8337.5,2288.0,19830,2474.0,25205
2156.5,8353.0,2260.0,19485,2453.5,25200
2192.5,8423.0,2279.0,20255,2551.0,25650
2155.5,8376.5,2281.0,19950,2532.5,25600
2165.0,8320.0,2266.0,19745,2493.0,25550
2174.5,8233.5,2236.0,19360,2476.5,25650
2202.0,8277.0,2237.5,19635,2511.5,25800
2166.5,8101.0,2204.0,18955,2475.0,25650
2199.5,8188.0,2216.0,19050,2532.5,25325
2182.5,8107.0,2240.0,18950,2504.0,26100
2195.0,8066.0,2222.5,18675,2508.0,25625
2196.0,8017.0,2185.5,18700,2464.0,25550
2232.0,8112.0,2181.0,18650,2559.5,25355
2307.5,8230.5,2209.0,18510,2640.5,24200
2286.5,8100.5,2197.0,18510,2602.0,23900
2257.0,7960.0,2141.0,18405,2511.5,24050
2231.0,7910.5,2150.5,18600,2502.0,24000
2195.5,7812.5,2141.5,18205,2455.0,24050
2208.0,7887.0,2207.0,18280,2472.5,23965
2193.0,8015.5,2176.5,18610,2474.5,24700
2199.0,7907.5,2127.0,18260,2437.0,24500
2179.0,7943.5,2132.0,18260,2440.5,24650
2180.5,7995.0,2104.0,18435,2445.5,24900
2176.0,7891.0,2067.0,18335,2424.0,25025
2161.5,7920.0,2095.0,18460,2434.5,24725
2148.5,7846.5,2085.0,18160,2377.0,24880
2176.5,7947.5,2132.0,18470,2431.0,25450
2150.5,7938.0,2117.0,18285,2408.0,25075
2152.0,7876.0,2129.0,18350,2415.5,24405
2144.5,7824.5,2171.0,18135,2404.0,24555
2146.5,7900.5,2157.0,17800,2416.5,24835
2188.5,7946.0,2134.0,18150,2458.0,24925
2202.5,7939.0,2131.0,17900,2432.0,24750
2170.5,7963.5,2141.0,18000,2445.5,24875
2252.0,8110.0,2154.5,18180,2463.5,24825
2235.0,8038.0,2110.5,17825,2432.5,24550
2230.5,8041.0,2097.0,17750,2480.0,23550
2218.0,8066.0,2100.0,17785,2513.5,23795
2219.5,8070.5,2164.0,17810,2494.0,24150
2254.0,8136.5,2166.5,17865,2559.5,24300
2241.0,8068.0,2166.0,17585,2538.0,24275
2258.5,8088.0,2201.0,17865,2604.5,24550
2228.0,8030.5,2181.5,17650,2592.0,24640
2205.5,8006.0,2190.0,17170,2584.0,24275
2220.5,8014.5,2176.0,17000,2538.0,24750
2194.0,8081.0,2159.5,17005,2539.0,24600
2205.0,8169.0,2226.5,17155,2647.0,25100
2182.5,8165.5,2268.5,16960,2573.0,25050
2165.0,8141.0,2281.0,16780,2569.0,25000
2192.0,8247.0,2285.0,16635,2563.0,24700
2201.5,8324.0,2265.5,16560,2537.5,24750
2194.5,8296.0,2238.5,16430,2500.0,24575
2183.0,8307.5,2203.5,16280,2522.0,24200
2179.0,8300.0,2189.0,15935,2544.5,24050
2177.0,8281.0,2154.5,15885,2548.5,23550
2164.5,8278.0,2128.0,16455,2530.0,22975
2178.0,8384.0,2118.0,16660,2508.0,23120
2157.5,8332.0,2112.0,16335,2478.0,22910
2147.5,8456.0,2099.0,16655,2465.5,23250
2148.5,8417.0,2088.0,16350,2471.0,23625
2121.5,8259.0,2038.0,16060,2421.0,23750
2117.5,8297.0,2007.0,16250,2432.0,24450
2099.0,8221.0,1998.0,16000,2411.5,24400
2111.0,8348.0,1995.0,16605,2409.0,24550
2082.5,8275.5,1985.0,16305,2374.5,24260
2090.5,8272.0,2044.0,16265,2437.0,24560
2083.0,8205.0,2011.5,16100,2417.0,24555
2137.0,8461.5,2034.5,16500,2507.0,25050
2196.0,8471.0,2055.5,16740,2524.0,25225
2213.0,8423.0,2052.0,16650,2549.5,24800
2215.5,8439.0,2021.5,16460,2556.5,24750
2192.0,8466.5,2045.0,16355,2561.5,24875
2180.0,8460.0,2046.5,16670,2553.5,24775
2234.5,8499.0,2040.0,16360,2576.0,25035
2293.5,8511.5,2046.0,16355,2605.5,25075
2313.5,8530.0,2054.0,16405,2620.0,25360
2335.5,8476.0,2031.0,16300,2640.5,25175
2336.5,8430.0,2033.0,16600,2607.0,25150
2255.5,8381.0,2025.0,16210,2573.0,25050
2235.5,8375.0,2012.0,16025,2531.0,24925
2215.5,8346.5,2024.0,15705,2514.0,24200
2205.5,8295.0,2030.0,15930,2486.0,24400
2200.0,8301.5,2033.0,16150,2503.0,24300
2204.0,8285.0,2050.5,15980,2491.0,24025
2203.0,8332.0,2095.0,16250,2508.0,24300
2175.0,8289.0,2058.0,16075,2480.0,24350
2153.0,8238.5,2078.0,16200,2535.0,24550
2158.5,8280.0,2086.0,15880,2518.5,24500
2142.0,8230.0,2033.0,15765,2487.0,25025
2130.5,8189.0,2030.0,15870,2440.5,25200
2122.0,8275.0,2077.0,15935,2459.0,25550
2110.0,8254.5,2087.0,15785,2438.5,25375
2145.0,8283.5,2162.0,16010,2496.0,26000
2207.5,8460.0,2175.5,16240,2564.5,26350
2188.5,8486.0,2169.0,16360,2595.0,26450
2212.0,8447.0,2149.0,16535,2582.0,26550
2214.0,8421.0,2180.0,16285,2566.0,26350
2226.5,8462.0,2165.0,16150,2546.0,26050
2232.0,8513.0,2173.0,16070,2551.5,26000
2212.5,8437.0,2162.0,15985,2478.0,25700
2209.5,8400.0,2145.5,16125,2463.0,25475
2183.5,8329.0,2132.0,15805,2419.0,24780
2184.5,8280.0,2119.0,15620,2417.0,25075
2195.5,8280.5,2119.0,15680,2401.0,25150
2214.5,8202.0,2099.0,15755,2374.0,25600
2180.5,8091.5,2050.0,15725,2322.0,25980
2188.0,8085.5,2053.0,15755,2295.0,26650
2204.0,8185.0,2017.0,15950,2297.0,27500
2194.0,8133.5,2023.0,16115,2285.5,27265
2205.0,8153.0,2057.0,16240,2321.5,27275
2203.0,8322.0,2062.0,16090,2342.0,26950
2185.0,8364.5,2044.5,16175,2343.0,26405
2147.5,8366.5,2041.0,16135,2327.0,26250
2211.5,8472.0,2082.0,16505,2360.0,26310
2178.5,8482.0,2085.0,16985,2358.0,25975
2157.0,8442.5,2097.0,17180,2348.5,26300
2140.5,8373.0,2111.0,16985,2380.0,26100
2146.0,8396.5,2113.0,17075,2398.0,26075
2130.0,8340.5,2090.0,17140,2342.0,26100
2163.0,8389.0,2067.0,17435,2382.0,26375
2183.5,8394.0,2052.5,17175,2362.5,26150
2182.5,8437.0,2028.0,17575,2393.0,26600
2191.5,8429.5,2023.0,17600,2418.0,26500
2187.5,8441.0,2060.0,17475,2446.0,27050
2210.0,8559.0,2107.0,17660,2495.0,27550
2209.0,8552.5,2125.0,17845,2501.5,27485
2202.0,8522.0,2113.0,17910,2516.0,27450
2213.5,8566.0,2134.0,18135,2535.0,27600
2224.0,8727.0,2164.0,18165,2524.0,27625
2205.0,8791.5,2142.0,17755,2519.5,28055
2218.5,8906.5,2107.0,18000,2524.0,28410
2224.5,8973.0,2094.0,17680,2515.5,28550
2202.5,8875.0,2042.0,17500,2467.0,27805
2231.5,8790.0,2015.5,17300,2462.0,26900
2264.0,8873.5,2031.0,17430,2501.0,27700
2246.5,8741.0,1992.5,17160,2449.0,27550
2267.5,8745.0,1992.0,16865,2437.0,27525
2275.5,8764.0,1982.5,16565,2425.0,27410
2238.0,8696.0,1968.0,16330,2366.0,27355
2270.0,8729.0,1965.0,16530,2391.0,27650
2322.5,8920.0,2001.0,17000,2437.0,27845
2334.0,8932.0,2023.0,16870,2430.0,28025
2394.5,9257.0,2084.5,17230,2551.5,28450
2391.0,9198.0,2091.0,17475,2587.5,28705
2417.0,9301.0,2111.0,17700,2627.0,29395
2403.0,9295.5,2119.5,17780,2660.0,30585
2429.0,9365.0,2139.0,18585,2731.5,32925
2410.5,9240.5,2127.5,17715,2712.0,31850
2443.0,9402.0,2140.5,17780,2848.0,32975
2520.5,9390.0,2142.0,17855,2772.0,32950
2512.0,9377.0,2146.0,17625,2703.0,32200
2581.0,9434.0,2116.0,17870,2788.5,32640
2600.0,9617.0,2155.0,18210,2812.5,34025
2645.5,9749.0,2160.0,19045,2833.0,35685
2654.0,9814.5,2148.0,19015,2792.5,35250
2585.0,9599.0,2111.0,18785,2745.0,32600
2585.5,9671.0,2164.0,18985,2796.0,32085
2586.5,9791.0,2186.0,18855,2861.5,32450
2559.5,9869.0,2196.5,19180,2846.0,33125
2536.5,9935.0,2177.5,19115,2882.0,32675
2545.0,9973.5,2184.0,18975,2924.5,32300
2554.5,9791.0,2155.5,18620,2835.0,31150
2510.0,9660.0,2144.0,18405,2859.0,31375
2517.0,9737.0,2156.0,18760,2891.0,32050
2512.5,9847.0,2197.0,18755,2885.0,32575
2488.0,9740.0,2187.0,18510,2860.0,32650
2494.0,9728.0,2175.5,18625,2858.0,32400
2515.0,9942.0,2192.5,18725,2913.0,32895
2510.0,10009.0,2184.0,18910,2930.0,32675
2477.5,10077.0,2201.0,18940,2935.5,33300
2529.5,10221.0,2228.0,19050,2954.0,34100
2538.5,10308.0,2227.5,19335,2936.0,33625
2544.0,10398.0,2237.0,20735,2929.0,34190
2568.0,10857.0,2283.5,21270,3047.0,34575
2645.0,10775.0,2291.0,21275,3093.0,34105
2625.0,10447.0,2290.0,20330,3030.0,33350
2551.0,10290.5,2235.0,19800,3007.0,33125
2599.0,10256.5,2248.5,19955,3012.5,33725
2653.0,10331.0,2283.0,20065,3055.0,33950
2695.0,10294.0,2260.0,20255,3060.0,33955
2665.5,10016.5,2224.5,19770,2985.0,33150
2677.0,9985.0,2246.0,19830,2994.5,33300
2625.0,9985.5,2224.0,19325,2929.0,32600
2603.0,9858.5,2205.0,18900,2869.0,32000
2577.0,9769.0,2176.0,18340,2823.0,31375
2587.0,9930.0,2188.0,18130,2842.5,31900
2578.5,9840.0,2179.0,17950,2834.0,32105
2515.5,9694.5,2128.0,17835,2759.0,31700
2475.0,9567.0,2122.5,17650,2727.0,31750
2476.0,9697.5,2108.0,17525,2765.0,32750
2498.0,9733.0,2111.0,17550,2809.0,33150
2465.5,9650.0,2109.0,17275,2732.0,32410
2420.5,9477.0,2105.0,17080,2757.0,31800
2427.5,9426.0,2107.0,16990,2732.0,31775
2445.0,9652.0,2189.0,17025,2817.0,32150
2461.0,9648.0,2138.0,17140,2811.5,32575
2452.5,9563.0,2145.0,16935,2786.0,32650
2454.5,9530.0,2147.0,16955,2799.0,32595
2451.5,9492.0,2116.0,16855,2808.0,32645
2444.0,9420.0,2159.0,16910,2861.0,31560
2458.5,9422.5,2140.0,16835,2876.5,32085
2485.5,9476.5,2160.0,16960,2919.5,33000
2496.5,9517.0,2185.0,17220,2912.0,32840
2489.5,9546.5,2198.0,17185,2873.0,32900
2487.0,9623.0,2171.0,17110,2915.0,33100
2493.5,9726.5,2172.0,16950,2948.0,33225
2495.5,9809.0,2191.0,17175,2955.0,33595
2475.5,9808.0,2207.5,17130,2926.0,34450
2468.5,9762.0,2155.0,16980,2872.0,34325
2432.0,9696.0,2136.0,16750,2870.0,34900
2428.5,9693.5,2131.0,16630,2902.5,35600
2422.0,9673.0,2129.0,16625,2870.0,33950
2404.0,9679.5,2138.0,16420,2904.0,33600
2377.0,9565.5,2134.0,16435,2861.0,32950
2363.0,9533.0,2203.0,16370,2819.0,33300
2335.0,9342.0,2153.0,16205,2737.0,31700
2312.0,9214.0,2100.0,16105,2717.0,30695
2259.0,9127.5,2050.5,15850,2660.5,30200
2264.0,9052.5,2032.0,15765,2638.5,29050
2266.0,9018.5,2033.0,15650,2653.0,30050
2218.5,8917.0,2001.0,15470,2598.0,29080
2229.0,9018.5,2031.0,15550,2609.0,29410
2203.5,8906.0,2054.0,15585,2614.0,29155
2161.5,8809.0,2001.0,15700,2570.5,28405
2252.0,9014.5,2024.0,16255,2634.5,29610
2228.5,8998.0,2047.0,15870,2621.5,29635
2214.5,8977.0,2000.0,16155,2628.0,30200
2167.0,8620.5,1917.0,15660,2522.0,28900
2205.0,8715.0,1905.0,16095,2541.0,29400
2202.5,8685.0,1918.0,16075,2516.0,29800
2204.5,8649.0,1919.0,16000,2580.0,30125
2263.0,8805.0,1990.0,16085,2697.0,31900
2268.0,8851.0,2031.0,15930,2714.0,32010
2256.5,8832.0,1971.0,15970,2637.0,31360
2299.0,8906.0,1959.0,16035,2679.0,31410
2301.0,9009.0,2005.0,16180,2711.0,31750
2293.5,8938.0,1975.0,15905,2694.0,31560
2369.5,9115.5,2004.0,16285,2745.5,32410
2435.0,9152.0,2030.0,16600,2772.0,32650
2443.0,9138.0,2052.0,16640,2797.5,32535
2471.0,9061.0,2062.0,16330,2828.0,32755
2499.0,9072.0,2086.0,16410,2841.5,32825
2520.0,9247.5,2095.0,16835,2885.0,33085
2479.5,9135.5,2045.0,16630,2813.0,32475
2437.5,9116.0,2013.0,16735,2820.0,32545
2463.5,9215.0,2026.5,16820,2862.0,32425
2390.5,9034.0,2020.0,16445,2778.0,31300
2382.0,8856.0,2006.0,16285,2750.0,30875
2367.5,8830.5,1989.0,16030,2733.5,30200
2366.0,8915.0,1977.0,15770,2687.5,30300
2368.0,9013.0,1953.0,15830,2714.5,31500
2318.0,8989.5,1915.0,15655,2682.0,31050
2323.0,8935.0,1912.0,15610,2653.0,30750
2354.5,9007.5,1960.0,15700,2727.0,31100
2390.5,9115.5,1998.0,15875,2810.0,31400
2405.0,9080.5,1991.0,15665,2798.5,31750
2505.0,9216.0,2019.0,15950,2896.5,31895
2505.5,9242.0,1983.0,15955,2884.0,31750
2520.0,9289.0,1997.5,15975,2889.0,31600
2523.0,9405.5,2046.0,16110,2892.0,31925
2477.0,9395.0,2033.0,16175,2862.0,32150
2455.0,9329.0,2011.5,16350,2839.0,32050
2542.0,9602.0,2050.0,16430,2943.0,32500
2512.0,9618.5,2044.0,16450,2957.5,32250
2560.0,9844.0,2101.0,16555,3038.5,32400
2609.5,9860.0,2078.0,16655,3045.5,32450
2611.0,9767.0,2070.5,17005,3075.5,33325
2635.0,9741.0,2075.5,17320,3108.5,33550
2635.0,9882.5,2091.0,17730,3132.0,34275
2638.0,9786.0,2092.0,17920,3134.5,33810
2654.0,9784.0,2107.0,17600,3144.0,33805
2655.5,9816.5,2110.5,17875,3154.0,34100
2569.0,9619.0,2053.5,17420,3083.0,33175
2530.0,9550.0,2021.0,17275,3001.0,32600
2550.5,9507.0,2008.0,17150,3017.0,32560
2645.0,9596.5,2047.0,17615,3108.0,33150
2566.0,9516.0,2008.0,17335,3047.0,32500
2522.0,9401.5,1994.0,17175,2998.0,31900
2557.5,9489.0,2075.0,17070,3072.0,32500
2524.5,9380.0,2038.0,16630,3008.0,31310
2553.0,9472.5,2034.5,16780,3082.0,31500
2582.5,9592.5,2035.0,16715,3123.0,31395
2609.0,9490.5,2051.0,16310,3152.0,30895
2625.0,9364.0,2019.0,15860,3165.5,31000
2643.0,9413.0,2039.0,16035,3237.5,31250
2600.5,9385.0,2021.0,15920,3078.0,31175
2610.0,9402.0,1990.0,15810,3105.0,31350
2617.5,9431.0,1965.0,15705,3162.0,31145
2623.0,9356.0,1975.0,15725,3153.0,30850
2617.5,9427.0,1977.0,15530,3102.0,31200
2613.5,9425.0,2022.0,15840,3062.5,31475
2581.0,9505.0,2000.5,15710,3029.0,32100
2605.5,9587.5,2000.0,15965,3053.0,32050
2549.5,9250.5,1979.0,15615,2955.5,31400
2652.5,9386.0,2004.0,16260,3052.0,31605
2600.5,9323.0,1997.0,16105,2967.0,31550
2555.0,9251.0,1984.5,15910,2981.0,31750
2530.0,9005.0,1981.0,15780,2917.5,29950
2514.0,8969.0,1987.0,15555,2925.0,29800
2504.0,8768.0,1937.0,15335,2903.0,29025
2641.0,9055.0,1936.0,15500,3006.0,29175
2563.0,8859.5,1921.0,15290,2927.0,28675
2583.5,8919.5,1946.0,15630,2944.0,28625
2654.5,9022.0,2006.0,15805,2967.5,29150
2591.0,8945.5,1975.0,15705,2987.0,28825
2589.0,8829.0,1985.0,15610,2965.0,28535
2616.0,8918.0,2009.0,15810,3011.0,29010
2590.5,8925.0,2000.0,15895,3083.0,28775
2577.0,8897.5,2011.0,15675,3107.5,28060
2564.0,8850.5,2033.0,15805,3045.0,27300
2572.0,8879.0,2043.0,15745,3092.0,28300
2564.5,8871.0,2040.0,15545,3085.5,28280
2577.0,8941.0,2031.0,15720,3079.0,28450
2583.0,8951.0,2054.0,15760,3077.0,28525
2620.5,8967.0,2066.0,15775,3099.0,28860
2555.0,9040.0,2071.5,15800,3062.0,28955
2556.0,9104.0,2063.0,15710,3110.5,29050
2553.0,9067.0,2037.0,15535,3105.5,29600
2556.0,9077.0,2037.0,15580,3092.5,29625
2555.0,9038.5,1990.0,15980,3061.0,29550
2567.5,8989.0,1976.0,15810,3083.0,29305
2543.0,8932.0,1976.5,15590,3062.0,29025
2497.0,8851.5,1963.5,15380,3020.0,28950
2483.5,8905.5,1952.5,15320,2988.0,29000
2470.0,8795.5,1947.0,14965,2962.0,28205
2483.0,8793.0,1946.0,14965,2958.0,28475
2504.0,8838.0,1973.0,15200,2997.0,28725
2541.5,8847.5,1963.5,15260,3022.5,28475
2513.0,8843.0,1944.0,15085,2995.5,28700
2529.5,8833.0,1928.0,15330,3026.0,28900
2516.5,8706.0,1921.5,15100,2974.0,28900
2536.0,8685.5,1915.0,15010,2926.5,28225
2475.0,8701.0,1898.0,14770,2864.5,28625
2480.0,8893.5,1918.0,15070,2879.0,29250
2484.0,8886.0,1907.0,15120,2844.0,29550
2474.0,8847.0,1920.0,15180,2798.0,30050
2502.5,8960.5,1907.0,15185,2821.0,29945
2560.5,8995.5,1949.0,15400,2856.5,29825
2573.0,8980.0,1926.0,15560,2839.0,29605
2554.5,9016.0,1914.5,15600,2831.0,29550
2562.0,9020.0,1907.0,15630,2792.0,29125
